0,0,0,-4,0,-4,-3,-2,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,-7,0,0,0,0,7,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,7,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,4,3,0,0,|,3,6,3,5,|,-791.375,|,0,0,0,-4,0,-4,-3,-2,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,-7,0,0,0,0,7,0,6,0,0,0,0,0,-6,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,4,3,0,0
0,0,0,-4,0,-4,-3,-2,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,-7,0,0,0,0,7,0,6,0,0,0,0,0,-6,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,4,3,0,0,|,3,5,3,6,|,-796,|,0,0,0,-4,0,-4,-3,-2,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,-7,0,0,0,0,7,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,7,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,4,3,0,0
0,0,0,-4,0,-4,-3,-2,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,-7,0,0,0,0,7,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,7,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,4,3,0,0,|,3,6,3,5,|,-780.75,|,0,0,0,-4,0,-4,-3,-2,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,-7,0,0,0,0,7,0,6,0,0,0,0,0,-6,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,4,3,0,0
0,0,0,-4,0,-4,-3,-2,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,-7,0,0,0,0,7,0,6,0,0,0,0,0,-6,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,4,3,0,0,|,3,5,3,6,|,-791.375,|,0,0,0,-4,0,-4,-3,-2,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,-7,0,0,0,0,7,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,7,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,4,3,0,0
0,0,0,-4,0,-4,-3,-2,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,-7,0,0,0,0,7,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,7,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,4,3,0,0,|,3,6,3,5,|,-796,|,0,0,0,-4,0,-4,-3,-2,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,-7,0,0,0,0,7,0,6,0,0,0,0,0,-6,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,4,3,0,0
0,0,0,-4,0,-4,-3,-2,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,-7,0,0,0,0,7,0,6,0,0,0,0,0,-6,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,4,3,0,0,|,3,5,3,6,|,-780.75,|,0,0,0,-4,0,-4,-3,-2,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,-7,0,0,0,0,7,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,7,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,4,3,0,0
0,0,0,-4,0,-4,-3,-2,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,-7,0,0,0,0,7,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,7,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,4,3,0,0,|,3,6,3,5,|,-791.375,|,0,0,0,-4,0,-4,-3,-2,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,-7,0,0,0,0,7,0,6,0,0,0,0,0,-6,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,4,3,0,0
0,0,0,-4,0,-4,-3,-2,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,-7,0,0,0,0,7,0,6,0,0,0,0,0,-6,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,4,3,0,0,|,3,5,3,6,|,-796,|,0,0,0,-4,0,-4,-3,-2,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,-7,0,0,0,0,7,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,7,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,4,3,0,0
0,0,0,-4,0,-4,-3,-2,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,-7,0,0,0,0,7,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,7,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,4,3,0,0,|,3,6,3,5,|,-780.75,|,0,0,0,-4,0,-4,-3,-2,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,-7,0,0,0,0,7,0,6,0,0,0,0,0,-6,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,4,3,0,0
0,0,0,-4,0,-4,-3,-2,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,-7,0,0,0,0,7,0,6,0,0,0,0,0,-6,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,4,3,0,0,|,3,5,3,6,|,-791.375,|,0,0,0,-4,0,-4,-3,-2,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,-7,0,0,0,0,7,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,7,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,4,3,0,0
0,0,0,-4,0,-4,-3,-2,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,-7,0,0,0,0,7,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,7,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,4,3,0,0,|,3,6,3,5,|,-796,|,0,0,0,-4,0,-4,-3,-2,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,-7,0,0,0,0,7,0,6,0,0,0,0,0,-6,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,4,3,0,0
0,0,0,-4,0,-4,-3,-2,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,-7,0,0,0,0,7,0,6,0,0,0,0,0,-6,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,4,3,0,0,|,3,5,3,6,|,-780.75,|,0,0,0,-4,0,-4,-3,-2,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,-7,0,0,0,0,7,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,7,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,4,3,0,0
0,0,0,-4,0,-4,-3,-2,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,-7,0,0,0,0,7,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,7,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,4,3,0,0,|,3,6,3,5,|,-791.375,|,0,0,0,-4,0,-4,-3,-2,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,-7,0,0,0,0,7,0,6,0,0,0,0,0,-6,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,4,3,0,0
0,0,0,-4,0,-4,-3,-2,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,-7,0,0,0,0,7,0,6,0,0,0,0,0,-6,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,4,3,0,0,|,3,5,3,6,|,-796,|,0,0,0,-4,0,-4,-3,-2,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,-7,0,0,0,0,7,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,7,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,4,3,0,0
0,0,0,-4,0,-4,-3,-2,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,-7,0,0,0,0,7,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,7,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,4,3,0,0,|,3,6,3,5,|,-780.75,|,0,0,0,-4,0,-4,-3,-2,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,-7,0,0,0,0,7,0,6,0,0,0,0,0,-6,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,4,3,0,0
0,0,0,-4,0,-4,-3,-2,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,-7,0,0,0,0,7,0,6,0,0,0,0,0,-6,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,4,3,0,0,|,3,5,3,6,|,-791.375,|,0,0,0,-4,0,-4,-3,-2,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,-7,0,0,0,0,7,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,7,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,4,3,0,0
0,0,0,-4,0,-4,-3,-2,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,-7,0,0,0,0,7,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,7,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,4,3,0,0,|,3,6,3,5,|,-796,|,0,0,0,-4,0,-4,-3,-2,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,-7,0,0,0,0,7,0,6,0,0,0,0,0,-6,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,4,3,0,0
0,0,0,-4,0,-4,-3,-2,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,-7,0,0,0,0,7,0,6,0,0,0,0,0,-6,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,4,3,0,0,|,3,5,3,6,|,-780.75,|,0,0,0,-4,0,-4,-3,-2,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,-7,0,0,0,0,7,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,7,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,4,3,0,0
0,0,0,-4,0,-4,-3,-2,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,-7,0,0,0,0,7,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,7,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,4,3,0,0,|,3,6,3,5,|,-791.375,|,0,0,0,-4,0,-4,-3,-2,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,-7,0,0,0,0,7,0,6,0,0,0,0,0,-6,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,4,3,0,0
0,0,0,-4,0,-4,-3,-2,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,-7,0,0,0,0,7,0,6,0,0,0,0,0,-6,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,4,3,0,0,|,3,5,3,6,|,-796,|,0,0,0,-4,0,-4,-3,-2,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,-7,0,0,0,0,7,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,7,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,4,3,0,0
0,0,0,-4,0,-4,-3,-2,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,-7,0,0,0,0,7,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,7,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,4,3,0,0,|,3,6,3,5,|,-780.75,|,0,0,0,-4,0,-4,-3,-2,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,-7,0,0,0,0,7,0,6,0,0,0,0,0,-6,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,4,3,0,0
0,0,0,-4,0,-4,-3,-2,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,-7,0,0,0,0,7,0,6,0,0,0,0,0,-6,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,4,3,0,0,|,3,5,3,6,|,-791.375,|,0,0,0,-4,0,-4,-3,-2,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,-7,0,0,0,0,7,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,7,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,4,3,0,0
0,0,0,-4,0,-4,-3,-2,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,-7,0,0,0,0,7,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,7,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,4,3,0,0,|,3,6,3,5,|,-796,|,0,0,0,-4,0,-4,-3,-2,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,-7,0,0,0,0,7,0,6,0,0,0,0,0,-6,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,4,3,0,0
0,0,0,-4,0,-4,-3,-2,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,-7,0,0,0,0,7,0,6,0,0,0,0,0,-6,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,4,3,0,0,|,3,5,3,6,|,-780.75,|,0,0,0,-4,0,-4,-3,-2,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,-7,0,0,0,0,7,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,7,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,4,3,0,0
0,0,0,-4,0,-4,-3,-2,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,-7,0,0,0,0,7,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,7,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,4,3,0,0,|,3,6,3,5,|,-791.375,|,0,0,0,-4,0,-4,-3,-2,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,-7,0,0,0,0,7,0,6,0,0,0,0,0,-6,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,4,3,0,0
0,0,0,-4,0,-4,-3,-2,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,-7,0,0,0,0,7,0,6,0,0,0,0,0,-6,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,4,3,0,0,|,3,5,3,6,|,-796,|,0,0,0,-4,0,-4,-3,-2,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,-7,0,0,0,0,7,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,7,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,4,3,0,0
0,0,0,-4,0,-4,-3,-2,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,-7,0,0,0,0,7,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,7,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,4,3,0,0,|,3,6,3,5,|,-780.75,|,0,0,0,-4,0,-4,-3,-2,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,-7,0,0,0,0,7,0,6,0,0,0,0,0,-6,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,4,3,0,0
0,0,0,-4,0,-4,-3,-2,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,-7,0,0,0,0,7,0,6,0,0,0,0,0,-6,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,4,3,0,0,|,3,5,3,6,|,-791.375,|,0,0,0,-4,0,-4,-3,-2,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,-7,0,0,0,0,7,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,7,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,4,3,0,0
0,0,0,-4,0,-4,-3,-2,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,-7,0,0,0,0,7,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,7,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,4,3,0,0,|,3,6,3,5,|,-796,|,0,0,0,-4,0,-4,-3,-2,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,-7,0,0,0,0,7,0,6,0,0,0,0,0,-6,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,4,3,0,0
0,0,0,-4,0,-4,-3,-2,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,-7,0,0,0,0,7,0,6,0,0,0,0,0,-6,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,4,3,0,0,|,3,5,3,6,|,-780.75,|,0,0,0,-4,0,-4,-3,-2,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,-7,0,0,0,0,7,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,7,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,4,3,0,0
0,0,0,-4,0,-4,-3,-2,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,-7,0,0,0,0,7,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,7,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,4,3,0,0,|,3,6,3,5,|,-791.375,|,0,0,0,-4,0,-4,-3,-2,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,-7,0,0,0,0,7,0,6,0,0,0,0,0,-6,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,4,3,0,0
0,0,0,-4,0,-4,-3,-2,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,-7,0,0,0,0,7,0,6,0,0,0,0,0,-6,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,4,3,0,0,|,3,5,3,6,|,-796,|,0,0,0,-4,0,-4,-3,-2,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,-7,0,0,0,0,7,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,7,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,4,3,0,0
0,0,0,-4,0,-4,-3,-2,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,-7,0,0,0,0,7,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,7,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,4,3,0,0,|,3,6,3,5,|,-780.75,|,0,0,0,-4,0,-4,-3,-2,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,-7,0,0,0,0,7,0,6,0,0,0,0,0,-6,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,4,3,0,0
0,0,0,-4,0,-4,-3,-2,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,-7,0,0,0,0,7,0,6,0,0,0,0,0,-6,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,4,3,0,0,|,3,5,3,6,|,-791.375,|,0,0,0,-4,0,-4,-3,-2,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,-7,0,0,0,0,7,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,7,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,4,3,0,0
0,0,0,-4,0,-4,-3,-2,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,-7,0,0,0,0,7,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,7,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,4,3,0,0,|,3,6,3,5,|,-796,|,0,0,0,-4,0,-4,-3,-2,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,-7,0,0,0,0,7,0,6,0,0,0,0,0,-6,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,4,3,0,0
